user,location,source,place,created_at,geo_enabled,friends_count,text,retweet_count,retweeted_status
PIBMumbai,"Mumbai, India",Twitter for Android,,2021-05-09 15:26:00,True,639,"#Unite2FightCorona
Besides local industry stepping up production of medical oxygen , philanthropists, NGOs help pro… https://t.co/cNZkSZXLTu",0,False
RamitVijay,Jaipur,Twitter for iPhone,,2021-05-09 15:25:59,False,346,"Hospital bed with oxygen support required in Jaipur 

Name Sunita Bansal
Age 51
Spo 97
Condition High sugar 450 and… https://t.co/7Q4HapY0az",0,False
Deepsanchi,"Doha, Qatar",Twitter for iPhone,"Place(_api=<tweepy.api.API object at 0x000001AE81071310>, id='0181f32937df0de8', url='https://api.twitter.com/1.1/geo/id/0181f32937df0de8.json', place_type='admin', name='Doha', full_name='Doha, Qatar', country_code='QA', country='Qatar', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001AE81071310>, type='Polygon', coordinates=[[[51.4477039, 25.2216], [51.630581, 25.2216], [51.630581, 25.4277362], [51.4477039, 25.4277362]]]), attributes={})",2021-05-09 15:25:58,True,1030,Isn’t it insult to all those died gasping for oxygen 😔😔 https://t.co/XnxB9nnpJj,0,False
subodhsinha,"Mumbai, India",Twitter for Android,,2021-05-09 15:25:56,False,189,"#Unite2FightCorona  #Covid19India  #DRDO 

🔴 𝙒𝙤𝙣𝙙𝙚𝙧 𝘿𝙧𝙪𝙜 for Covid-19 : 𝘿𝙍𝘿𝙊 2-𝘿𝙂

★ The new anti-Covid oral drug d… https://t.co/CXn7KZ6ohw",0,False
ItsJakkam,Atlanta,Twitter Web App,,2021-05-09 15:25:55,True,64,"Thank you @FedEx for creating a seamless process to help India 🙏 ❤️
https://t.co/2oh1PpLRp2",0,False
laz_lois,,Twitter for Android,,2021-05-09 15:25:55,False,762,@charah_xx tank in the room. She died infront of her 13year old daughter who spends the night with her. After she l… https://t.co/4UUb8gFOYV,0,False
Bloodmoonsss,asahi,Twitter for Android,,2021-05-09 15:25:54,False,1602,"@treasuremembers hamada asahi isn’t just an ordinary person, he's the oxygen you breathe, a lifestyle, a religion,… https://t.co/uEttoEtH5e",0,False
PurnenduPatra5,"Baharagora, India",Twitter for Android,"Place(_api=<tweepy.api.API object at 0x000001AE81071310>, id='667dd44a16e84e94', url='https://api.twitter.com/1.1/geo/id/667dd44a16e84e94.json', place_type='city', name='Jamshedpur', full_name='Jamshedpur, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001AE81071310>, type='Polygon', coordinates=[[[86.067565, 22.212044], [86.893547, 22.212044], [86.893547, 23.015979], [86.067565, 23.015979]]]), attributes={})",2021-05-09 15:25:54,True,124,@ashutoshsinghjh @KunalSarangi @nidhi_kedia @anniamrita @BJYMinJH @BannaGupta76 just now I talked to the contact pe… https://t.co/WpbkHxhyKX,0,False
Teamhop91067949,"Hyderabad, India",Twitter for Android,,2021-05-09 15:25:51,True,11,"https://t.co/2fQcEqxhw4
PLEASE GO THROUGH THIS U WILL DEFINITELY GET OXYGEN BEDS NEAR YOU https://t.co/kTEs9w395O https://t.co/eUSmCwwXJw",0,False
Vaibhavy09,"Chandrapur, Maharashtra",Twitter for Android,,2021-05-09 15:25:50,True,611,"Meet the Oxygen Man of India, Srinivas B V (@srinivasiyc)

Srinivas and his team #SOSIYC (@sosiyc)are providing the… https://t.co/zdIvROvNlF",0,False
priyabratapanda,INDIA,Twitter for Android,"Place(_api=<tweepy.api.API object at 0x000001AE81071310>, id='404494447ad0eb09', url='https://api.twitter.com/1.1/geo/id/404494447ad0eb09.json', place_type='city', name='Bhubaneshwar', full_name='Bhubaneshwar, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001AE81071310>, type='Polygon', coordinates=[[[85.624118, 20.064307], [86.082706, 20.064307], [86.082706, 20.43391], [85.624118, 20.43391]]]), attributes={})",2021-05-09 15:25:49,True,45,@AbhisekBharadw2 @Sidharth_Sat Need some examples where oxygen demand was high. As individual countries have there… https://t.co/DX3a9JBZdf,0,False
BTS_borahaeee07,Magic shop,Twitter for iPhone,,2021-05-09 15:25:48,False,5,"AAAAaaaiTTtttTt CAN SOMEONE GIVE ME AN OXYGEN I LITERALLY CANNOT BREATHE AAccCcKkKkkK

#BTS_Butter #ButterTeaser1 https://t.co/JfY8GKmftX",0,False
PrettyJummy14,,Twitter for Android,,2021-05-09 15:25:47,True,304,"@charah_xx The chest pain can be related to angina pectoris
Wrong diagnosis was given to the patient due to their o… https://t.co/BaDQlL93XX",0,False
kkbaghel,,Twitter for Android,,2021-05-09 15:25:44,True,163,"@feignism Use small dedicated Generator. 
1 KVA or 1 KW (equivalent power for 10 ceiling fans) for a typical 10 Litre Oxygen Generator.",0,False
TheAngryBuddha_,Nepal,Twitter for Android,,2021-05-09 15:25:37,True,377,@ImB2Mishra I don't think Nepal has still reached to the point where shortage of oxygen might be killing the ills.… https://t.co/DI9T1eCBEe,1,False
ghosthuncho2,United States/United Kingdom,Twitter for iPhone,,2021-05-09 15:25:37,False,112,I need this like I need oxygen https://t.co/uBJl708D68,0,False
SaturnIsRising,KSA,Twitter for Android,,2021-05-09 15:25:35,True,248,"@DrVNMishraa Ivermectin 12 mg 3 days
Azee 500 3 days
Doxycline 5 days from 4th day
Vitamin C, Zinc, Multivitamin
Ha… https://t.co/tUIh83IYOE",0,False
Iamnishagiri,"Uttar Pradesh, India",Twitter for Android,,2021-05-09 15:25:34,False,45,"@Derek_Rezek @yadav_cheshta @DCPNWestDelhi @LtGovDelhi Oxygen Can Available
 9818717678 delivery and pick up availa… https://t.co/e6Nzp2gQDb",0,False
Project_Patel,,Twitter Web App,,2021-05-09 15:25:33,True,113,"@BJP4India @JPNadda Last lockdown ka hai kya ?

As now people need oxygen more than food",0,False
surjeets3s,,Twitter for Android,,2021-05-09 15:25:30,False,301,"@Emmanue74536365 @kdhanjal12 @RaviSinghKA @Khalsa_Aid @khalsaaid_india thnks brother, but they need oxygen concentrator",0,False
mannepalli1952,pincode : KAVALI-524201 India.,Twitter for Android,,2021-05-09 15:25:28,True,121,"Oxygen Express: Nearly 3,400 MT of liquid medical oxygen delivered across India 
https://t.co/ShU1z8i4yn via NaMo A… https://t.co/o9ENRLPOFP",0,False
sidhant,"नई दिल्ली, भारत",Twitter for Android,,2021-05-09 15:25:27,True,1375,"Chinese Red cross donates 100 oxygen concentrators , 40 ventilators to Indian Red cross. Chinese envoy tweets. https://t.co/J3JqUEWwDH",13,False
shishupaul02,Chandigarh,Twitter for iPhone,"Place(_api=<tweepy.api.API object at 0x000001AE81071310>, id='22aecab5acddee3b', url='https://api.twitter.com/1.1/geo/id/22aecab5acddee3b.json', place_type='city', name='Chandigarh', full_name='Chandigarh, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001AE81071310>, type='Polygon', coordinates=[[[76.7038129, 30.665455], [76.8492359, 30.665455], [76.8492359, 30.795316], [76.7038129, 30.795316]]]), attributes={})",2021-05-09 15:25:26,True,442,Any help for #mohali patient at home pulse-222 fever 101-103 oxygen 90 contact #9988554886 @nagarkoti… https://t.co/binh1f2x8f,4,False
Mayankchawla012,India,Twitter for Android,,2021-05-09 15:25:25,False,256,"Must Read thread 👇
@Shehzad_Ind bhai exposes @ArvindKejriwal and his party members completely for the Oxygen crisis… https://t.co/B3EAktWLk6",0,False
SirohiGulshan,India,Twitter Web App,,2021-05-09 15:25:23,True,4,"@AnshumanSail YES, BV Srinivas and his team delivered #Oxygen Cylinders to foreign Embassies and that too when ther… https://t.co/LnIpvz5PEh",0,False
PIBKolkata,"Kolkata, India",Twitter Web App,,2021-05-09 15:25:21,True,216,"#IndiaFightsCorona 
#Unite2FightCorona

SER has already moved 32 Oxygen Express Trains despatching 1654 tonnes of l… https://t.co/E90LrCWxx6",0,False
sureshcta,,Twitter for Android,,2021-05-09 15:25:20,False,21,@tv9kannada Sir we Jain helping hands chitradurga want some oxygen cylinder as to store oxygen and want to serve fo… https://t.co/fWxVZndNi5,0,False
bunnyoomin_,she/her,Twitter for Android,,2021-05-09 15:25:19,False,1949,@bumxuxi you too!! ready ur oxygen tomorrow,0,False
TimesofNewsHUB,,WordPress.com,,2021-05-09 15:25:18,False,110,"Coronavirus in India live updates: Nearly 4,200 MT of liquid medical oxygen delivered across India, govt says https://t.co/hSlviP7szw",0,False
csseitae,kim taehyung's gf 🐻,Twitter for Android,,2021-05-09 15:25:17,False,650,@jmnluxury prepare our millions of oxygen😭,0,False
jarshail,"Al Badai, Qassim/Saudi Arabia",Twitter for iPhone,,2021-05-09 15:25:15,True,64771,Indian government deception to its people by claiming Saudi oxygen help is theirs .. https://t.co/JqetojCpqA,0,False
Iamnishagiri,"Uttar Pradesh, India",Twitter for Android,,2021-05-09 15:25:14,False,45,"@gauravdilawari @SonuSood Oxygen Can Available
 9818717678 delivery and pick up available
Verified : 8:47pm… https://t.co/y5isIRE0QK",0,False
PoshOggers,,Twitter for iPhone,,2021-05-09 15:25:12,False,993,@GeorgeEdwards15 They don’t need the oxygen 😃,0,False
istanbts7_,bonsai ni namjoon,Twitter for Android,,2021-05-09 15:25:09,False,1595,@bubblefairyjin oxygen u want,0,False
NigamPa96043325,,Twitter Web App,,2021-05-09 15:25:08,False,24,@SonuSood @FcSonuSood @FcSonusoodMP @HemantSorenJMM  Please help me sir we need one ventilator in Ranchi . My Bhabh… https://t.co/xG6veEjW62,0,False
TAEFIIESTA,,Twitter for Android,,2021-05-09 15:25:07,False,1667,ARMYS WE REALLY NEED MORE OXYGEN TANKS,0,False
arvindrenu,New Delhi,Twitter Web App,,2021-05-09 15:25:05,True,137,"@ArvindKejriwal  Sir ,Please make a combined effort with India not Delhi separate. Please take some action against… https://t.co/HD8bnOx1V3",0,False
Iamnishagiri,"Uttar Pradesh, India",Twitter for Android,,2021-05-09 15:25:04,False,45,"@dd08af4bf33245c @srinivasiyc @RubikaLiyaquat Oxygen Can Available
 9818717678 delivery and pick up available
Verif… https://t.co/t67VRlE5iA",0,False
iSarojBehera,India,Twitter for Android,,2021-05-09 15:25:04,True,33,@Bibhuti51142475 @DeoKalikesh @ArkeshOfficial @CollectorBgr @balangir_cdmo @CMO_Odisha @Naveen_Odisha @nabadasjsg J… https://t.co/1xPMO7GW4G,0,False
hkj1712,,Twitter Web App,,2021-05-09 15:25:02,False,351,@a01nar @ranjanakumari Central govt allocated money to establish oxygen concentrators across the country. The Delhi… https://t.co/kEFiGkbysM,0,False
andolantrump,he/him/22,Twitter Web App,,2021-05-09 15:24:58,False,487,@ReenavSood @SiearaDelta @ImA2Zee @ManishTewari Do you live in a bubble? The MoHFW was literally fired by the SC ye… https://t.co/5TIzPFtZ4h,0,False
RakeshS67553383,"Lucknow , India  ",Twitter Web App,,2021-05-09 15:24:57,True,647,"@timesofindia Suru ho gaya Arbind ka dalla ,sala 1 to cylinder inke gahr se nikla , dilli me cyliner ki kami or ink… https://t.co/9rXMSaAd7k",0,False
MCleaver,"Amsterdam, The Netherlands",Twitter Web App,,2021-05-09 15:24:54,True,2980,Why won't my @OnePlus 7T communicate with my @Xiaomi Mi Band 4 any more? The instructions for #MiFit suggest settin… https://t.co/4YbGpvtCbD,0,False
Iamnishagiri,"Uttar Pradesh, India",Twitter for Android,,2021-05-09 15:24:53,False,45,"@shakeel_writes Oxygen Can Available
 9818717678 delivery and pick up available
Verified : 8:47pm… https://t.co/VlrBU8d9GU",0,False
sweet_potato258,"Bhopal, India",Twitter for Android,,2021-05-09 15:24:53,False,505,"@Mishi_1809 India: Taking oxygen from Saudi Arab, Egypt, Bangladesh, Qatar
Bhakt: I stand with Israel, which is riv… https://t.co/dWUbRL5S3U",1,False
yadavjr,,Twitter for Android,,2021-05-09 15:24:53,False,377,@ShekharGupta I see state purchasing vaccines for exploring avenues for commissions. Let states manage their oxygen… https://t.co/xYgeLYlRA7,1,False
me_premsingh,"Ballia, India",Twitter for Android,,2021-05-09 15:24:52,False,53,"@SonuSood @SoodFoundation 
@DrVinitGupta 
Sir requirement of Oxygen.
Mr Badak Sah belongs to a very poor family and… https://t.co/9HudvyZBdu",0,False
anuppandey,India,Twitter for iPad,,2021-05-09 15:24:51,True,2693,Very informative curated thread on Oxygen Concentrators by Rohan @AssertiveTeen 👏🙏🏻⁦@threadreaderapp⁩ https://t.co/8GmAdYdEla,0,False
kharen_fiel,ot7,Twitter for iPad,,2021-05-09 15:24:48,True,495,I’M MELTING RIGHT NOW.OXYGEN PLEASE #NewProfilePic https://t.co/mgmx9rzsoj,0,False
navkar2001,India,Twitter for Android,,2021-05-09 15:24:47,False,96,"ICU Oxygen Bed in Delhi

Archana Dogra
Age: 50
Co-morbidity: Kidney transplant and MVR valve replacement, history o… https://t.co/vy2nxuR98w",0,False
tanluvstanii,,Twitter for iPhone,,2021-05-09 15:24:47,True,921,MAD BREATHING WE NEED AIR OXYGEN WE NEED BREATHE,0,False
Laissezfairebro,"Bihar | New Delhi, India",Twitter for Android,,2021-05-09 15:24:47,True,358,"ICU and oxygen beds available in #patna #bihar 
Green City Hospital 
Contact- 8709253652
#Verified by @mukul_pankaj… https://t.co/S1Tbz7kiAn",20,False
HungryGandalf,India,Twitter for Android,,2021-05-09 15:24:46,False,243,"🆘️Tried everything since yesterday but to no avail.
Patient is critical.
Location: #Jaipur
Need: Icu, ventilator be… https://t.co/6OZ6MmMkM1",16,False
PuranMa28390643,,Twitter for Android,,2021-05-09 15:24:44,False,237,"@DrKirodilalBJP @RajCMO @RajCMO sir RDPL VKI RODE NO 12 GOVT MEDICINES COMPANY' IS CLOSED BY GOVT OF INDIA 
IF RAJA… https://t.co/c9npbNnONJ",0,False
iamindian_jay,Ahead of U,Twitter for iPhone,,2021-05-09 15:24:39,True,8004,"@ANI Not a single Oxygen plant set up , not a single ventilator purchased during last 1 year, no new hospital const… https://t.co/B5DIafXeuz",0,False
Iamnishagiri,"Uttar Pradesh, India",Twitter for Android,,2021-05-09 15:24:39,False,45,"@DeepakJanghu16 @srinivasiyc @RoflGandhi0 @SupriyaShrinate @NayakRagini Oxygen Can Available
 9818717678 delivery a… https://t.co/EweNpGekHf",0,False
lmsl2000,भरोसाको शहर कङ्गाली चोक!,Twitter for Android,,2021-05-09 15:24:38,False,1766,"Doctors, Oxygen, hospital bed, ventilator are difficult but maintaining distance, using mask, washing hands and sup… https://t.co/5QCgqbtzSJ",1,False
MarothiyaSimran,,Twitter for Android,,2021-05-09 15:24:38,False,189,#blondeJHope #BLONDEHOBI #JHOPE #HOBI WHAATTT AM I EVEN SUPPOSED TO STAY. HOBI STANS I WISH YOU ALL THE BEST AND AL… https://t.co/kcW4M89FXN,0,False
FaiyazAlam0786,Bettiah ,Twitter for Android,,2021-05-09 15:24:37,False,4641,@rrishi_energeti We the people of India under the leadership of Shri Narendra Modi ji facing huge Problem of gettin… https://t.co/Ua1ir7nGpw,0,False
manojlilhare,India,Twitter Web App,,2021-05-09 15:24:36,True,218,"#webinar on
How to start #Oxygen #Manufacturing #Plant on 11/05/21 at 03:30 PM

#Register @:… https://t.co/Pj0fNiblrH",2,False
HakamPardhan,Patiala ,Twitter for Android,,2021-05-09 15:24:32,True,958,@FanPageHai Bhai plz tag @anjanaomkashyap @sudhirchaudhary @AMISHDEVGAN @RubikaLiyaquat @chitraaum they r real 😳her… https://t.co/HwMisKYcmU,0,False
Ravi40641529,,Twitter for Android,,2021-05-09 15:24:32,False,1234,@Tejasvi_Surya Be careful. Kejriwal is on the prowl. He wants to give free oxygen in Punjab. Did I say Punjab?,1,False
shabbirujjain,,Twitter Web App,,2021-05-09 15:24:31,False,5,"No oxygen shortage, opposition spreading rumours to spread fear: BJP's Ramchander Rao https://t.co/yQgeMIUkqN via @YahooIndia",0,False
thetribunechd,Chandigarh,Twitter Web App,,2021-05-09 15:24:29,True,282,"6,738 #oxygenconcentrators, 3,856 cylinders received as foreign aid amid #COVID19surge: Govt https://t.co/EiN1X5BTMr",1,False
Manoj876920,"Jaipur, India",Twitter for Android,,2021-05-09 15:24:25,True,123,"@PrakashJavdekar @COVIDNewsByMIB Name - Mrs gaindi devi 
Age - 62 
Oxygen level - 78%
Admitted to -  Sevayatan Mate… https://t.co/nJbEj0dhwZ",0,False
bengalurulive_,,Twitter Web App,,2021-05-09 15:24:20,False,201,"Tejasvi Surya launches oxygen facility for home #Covidpatients

Citizens can dial 080 6191 4960 to avail oxygen con… https://t.co/2EuG2PaXUc",1,False
MouliSadhu4,"Kolkata, India",Twitter for Android,,2021-05-09 15:24:18,True,33,"🇮🇳🇮🇳
Noida
100 oxygen beds available in Noida Stadium, Sector 21A..
Contact number: 9625676944
Verified. 9.05.21… https://t.co/o5pBwRxFVE",0,False
Kenyan_Oxygen,"Nairobi, Kenya",Twitter Web App,,2021-05-09 15:24:16,True,1091,@Its_Roddie trigger fingers !!! shiet!!!!😂😂😂,0,False
NaveenDyagala,Hyderabad,Twitter for Android,,2021-05-09 15:24:12,False,47,@urstrulyMahesh As a big fan of u i suggest one thing for u plz help who need anything in this critical situations… https://t.co/In9alX30t5,0,False
ca_sakina,"Vasai, Maharashtra",Twitter for Android,,2021-05-09 15:24:12,False,80,"@RBI @FinMinIndia @taxmannindia @CAclubindia @casansaar  @IncomeTaxIndia @theicai @dineshwadera
Chartitable trust w… https://t.co/V4dv0eRbPM",1,False
mygmahal,,Twitter for iPhone,,2021-05-09 15:24:10,False,161,"BTS LOOKS SO GOOD THEY’RE ROBBING THE OXYGEN OUT OF MY LUNGS 😭😭😭

#ButterTeaser1 @BTS_twt https://t.co/4Q3TbtJj5M",0,False
chimsverse,she/her ♥ renee,Twitter for iPhone,,2021-05-09 15:24:09,False,908,this is JUST the first teaser photo yall imagine this whole week yeah get ready with the oxygen tank rn 🧎‍♀️,0,False
raj_parvaiz,Jammu And Kashmir,Twitter for Android,,2021-05-09 15:24:07,False,1183,@BhaskarRuthvik @KP24 Kid...Pakistan has other sectors to invest their money.for instance they have oxygen for whic… https://t.co/XKfYV3BvvE,1,False
sweet_potato258,"Bhopal, India",Twitter for Android,,2021-05-09 15:24:07,False,505,"@Chahal_Shekhar India: Taking oxygen from Saudi Arab, Egypt, Bangladesh, Qatar
Bhakt: I stand with Israel, which is… https://t.co/D18tyLkAPS",0,False
Alter_Ego45,Alternate reality,Twitter for Android,,2021-05-09 15:24:06,False,109,"Acting on a tip-off, Faridabad police have arrested Congress leader Bijendra Mavi for his alleged involvement in bl… https://t.co/tchi4IkwXk",0,False
TheYouthPlus,Jammu,Twitter for Android,,2021-05-09 15:24:04,True,85,@IFENewsAgency @RDXThinksThat @ritsdiary @YoDograBoiiii @feria_divianshi @geetushrmaa @DrVikasPadha @arumitash… https://t.co/AcP6OIS38T,0,False
ample_calm,"Kampala, Uganda",Twitter for Android,,2021-05-09 15:24:03,True,3588,@AdeJrDarren1 @ManUtd Complete waste of oxygen,0,False
bluefluffysock,they/he,Twitter for Android,,2021-05-09 15:24:02,False,127,@spaghettih03s as an expert in the matter i have to say ive no idea what to do i just lay down and breathe or stand… https://t.co/rCfkd28lKr,0,False
shookttjin,"괜찮아 자 하나 둘 셋 하면 잊어
슬픈 기억 모두 지워
내 손을 잡고 웃어
괜찮아 자 하나 둘 셋 하면 잊어
슬픈 기억 모두 지워
서로 손을 잡고 웃어. 2! 3! ᥫ᭡",Twitter for Android,,2021-05-09 15:24:01,False,4640,@slaytaekook SAME I NEED OXYGEN,0,False
fakepanoti,India,Twitter for Android,,2021-05-09 15:24:00,False,774,"@ReallySwara CM Mamata Banerjee Writes Letter to PM Demanding Exemption Of GST on Oxygen Cylinders, Essential Medic… https://t.co/OpCAbH2MKF",0,False
DrYogeshSharma1,INDIA-U.P.-GHAZIABAD,Twitter Web App,,2021-05-09 15:24:00,True,1921,@GitaSKapoor_ A criminal getting so much facilities where as common men are dying without bed and oxygen.,0,False
DrumDoland,,Twitter for Android,,2021-05-09 15:23:59,True,339,@AunindyoC Join Bagey ka Chaba.... dn vapors vl also look Oxygen Gas....😋😉,0,False
yoonmin0918,Malaysia+BTS World,Twitter for Android,,2021-05-09 15:23:58,False,411,"GIVE ME SOME OXYGEN 😍😍😍😍
@BTS_twt #ButterTeaser1 #BTS_Butter #BTSARMY #BTS #BUTTER0521",0,False
muthiahpl,"Pennsylvania, USA",Twitter Web App,,2021-05-09 15:23:58,False,598,One of my neighbor's mom is in dire need of oxygen cylinder #SOS #OxygenCylinder #OxygenEmergency #CovidHelp https://t.co/bFU5TkhvLq,0,False
antonysp2001,India,Twitter for Android,,2021-05-09 15:23:55,False,1223,@CTRavi_BJP What about thousands of  people being killed by BJP during corona virus by not providing oxygen...,0,False
fakepanoti,India,Twitter for Android,,2021-05-09 15:23:50,False,774,"@YourRishbh CM Mamata Banerjee Writes Letter to PM Demanding Exemption Of GST on Oxygen Cylinders, Essential Medici… https://t.co/6N5JdTfqJk",0,False
AkhileshLY,Versova Assembly Mumbai India,Twitter for Android,"Place(_api=<tweepy.api.API object at 0x000001AE81071310>, id='7929cea6bd5b32bd', url='https://api.twitter.com/1.1/geo/id/7929cea6bd5b32bd.json', place_type='city', name='Mumbai', full_name='Mumbai, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001AE81071310>, type='Polygon', coordinates=[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]), attributes={})",2021-05-09 15:23:50,True,681,Contact established with Nancy. @IYCGoa @varadmardolkar is on it. We are delivering Oxygen cylinder soon to the pat… https://t.co/LdBks5ZxZq,0,False
iyer_arr,"Bengaluru South, India",Twitter for Android,,2021-05-09 15:23:49,False,250,@Mahesh10816 @narendramodi Already 4 colleges in Kumbakonam are converted as Isolation centre... What is the daily… https://t.co/uVH3WyS6SC,0,False
TheIndianPride,Delhi,Twitter for Android,,2021-05-09 15:23:46,True,1177,"India receives global support in response to 'Vaccine Maitri'.

Countries across the world are extending a helping… https://t.co/aRTrmUaH8r",0,False
NteletshaN,,Twitter for Android,,2021-05-09 15:23:45,False,3342,@MagumboLioness @DelightJMabiza Do they have money or they look like they have money? What you call money might not… https://t.co/6tZDtJsfzb,0,False
PrinceK93667809,"New Delhi, India",Twitter for Android,,2021-05-09 15:23:43,False,17,@narendramodi Lockdown lagana ab oxygen  jitna important hai,0,False
MAYANKSINGH0023,Noida India,Twitter for Android,,2021-05-09 15:23:43,True,4990,"Need plasma B
Patient Name :  Ram Devi Sharma
Age : 58
 Krishna Super Speciality Hospital Tatmil Kanpur
SPO2 Level… https://t.co/W9RYdqIZph",10,False
SmallNotLittle,,Twitter for iPhone,,2021-05-09 15:23:42,False,326,"@RosieBarton @PamShaw89210995 @SPhillipsAB Albertans willing to abide by restrictions to get out of this mess, are… https://t.co/g795FNZXb1",0,False
AkhileshLY,Versova Assembly Mumbai India,Twitter for Android,"Place(_api=<tweepy.api.API object at 0x000001AE81071310>, id='7929cea6bd5b32bd', url='https://api.twitter.com/1.1/geo/id/7929cea6bd5b32bd.json', place_type='city', name='Mumbai', full_name='Mumbai, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001AE81071310>, type='Polygon', coordinates=[[[72.74484, 18.845343], [73.003648, 18.845343], [73.003648, 19.502937], [72.74484, 19.502937]]]), attributes={})",2021-05-09 15:23:41,True,681,@iFaridoon Contact established with Nancy. @IYCGoa @varadmardolkar is on it. We are delivering Oxygen cylinder soon… https://t.co/uO4MImKPpH,0,False
Bhzvesh1406,"Ahmadabad City, India",Twitter for iPhone,,2021-05-09 15:23:39,True,235,"@Shashvat_dixit Not a single death in Gujarat due to lack of oxygen... That’s my Developed Gujarat... That’s it, that’s the tweet.",0,False
millerjain1,"Greater Noida, India",Twitter for iPhone,,2021-05-09 15:23:38,False,442,@DmMuzaffarnagar  need oxygen cylinder. Mr Arjun Khatauli Shivpuri urgent need plz help  contact no 9870618921,0,False
jk_blix,💛 ❥ ~ in your heart ~ ❥ 💛,Twitter for Android,,2021-05-09 15:23:35,False,4722,That's it I'm taking oxygen cylinders as soon as the MV releases https://t.co/RdZ1rIn2iY,0,False
roshan81490987,,Twitter for Android,,2021-05-09 15:23:31,False,22,"@drharshvardhan Dear sir please help me for my wife, she is admitted at safdarjung hospital, but nobody Dr is respo… https://t.co/AojdlPbfD9",0,False
ANI,India,Twitter Web App,,2021-05-09 15:23:24,True,0,Madhya Pradesh | State govt and Centre govt are fighting together against #COVID19. Moil to set up 350 (oxygen) bed… https://t.co/zQ84mGj27w,24,False
spandansb,JSR,Twitter for iPhone,,2021-05-09 15:23:24,True,302,@IndianExpress Gazab chutiya hai .. Aap party ke log oxygen ki cylinder hoarding kar rahi hai uspekhuch nahi when v… https://t.co/bJdsz0Ddjw,0,False
manishsaxena044,,Twitter for Android,,2021-05-09 15:23:23,False,66,@Reena88061887 @thakkar_sameet @ThePeevedIndian @narendramodi bhai oxygen vaccine aur medicine ke distibution right… https://t.co/JPFQBPWfFA,0,False
jeonwarriors,,Twitter for iPhone,,2021-05-09 15:23:20,False,30,"#ButterTeaser1 
JEON JUNGKOOK is here to slay! Oxygen please!!🥵😍🥰 https://t.co/I5Z5estFjl",10,False
vivek_mutalik,"Berkeley, CA",Twitter for iPhone,,2021-05-09 15:23:17,False,4448,"When there is no govt help, people in India turn to a movie star with non-profit foundation for oxygen help https://t.co/LUpWWKzmBf",0,False
CS3628038,"Lahore, india",Twitter for Android,,2021-05-09 15:23:11,False,319,"@sweet_potato258 Oxygen ka religion hota hai 
Lekin terrorism ka nhi 
--- Andhnamazi logic.

Saudi gave 80MT oxygen… https://t.co/PsXTKwFyBJ",0,False
thesmruti,भारत,Twitter for Android,,2021-05-09 15:23:10,True,239,@SamajseviAmrita @AmitShah This is the language of that state which supplies maximum Oxygen to many of the states..… https://t.co/yUoYr3blms,0,False
therealashish09,,Twitter for Android,,2021-05-09 15:23:06,True,89,"@jdk2588 @baba786 @ashokgehlot51 #Rajasthan #jaipur 

Hospital:Asian superspecailty hospital Jaipur

 Availablety:… https://t.co/FbZtqMfbVg",1,False
Dullat0779,"Aerocity, Mohali.",Twitter for Android,,2021-05-09 15:23:05,False,728,"@RanjanJaiswal39 @GurnamsinghBku Ranjan ji, this party is responsible for COVID in Delhi and delay in oxygen not in… https://t.co/JoFObjR4RN",0,False
7_sumedh,"Mumbai, Maharashtra",Twitter Web App,,2021-05-09 15:23:03,False,13,@SonuSood @SoodFoundation attention required to the tweet about oxygen plant.,0,False
Enantiomerz,"London, England",Twitter for iPhone,,2021-05-09 15:23:02,True,322,"If you expect high end brands for your birthday, may we never share the same oxygen",0,False
jonesyoutubejt,"Roorkee, India",Twitter for iPhone,,2021-05-09 15:22:58,True,396,"Nice to see IPL teams doing their bit @ChennaiIPL 

https://t.co/G5FD12z3Kh",0,False
Divyansh00171,,Twitter for Android,,2021-05-09 15:22:57,False,45,@ashokgehlot51 @RaghusharmaINC please start daily oxygen level check for covid home isolation patients because all… https://t.co/XmT5tBmNwN,1,False
joonslovclub,,Twitter for iPhone,,2021-05-09 15:22:57,False,202,"pink joon is not just a cultural reset, it's the oxygen that you breathe, it's a lifestyle, a reason to breathe, an… https://t.co/Ql0VTNUSR1",0,False
penny_bangtan,🐨🐹🐱🐿️🐥🐯🐰,Twitter for Android,,2021-05-09 15:22:57,False,2488,@koocuddles Why are you attacking me? I was just inhaling and exhaling oxygen here 😭,0,False
drkouser_,,Twitter for iPhone,,2021-05-09 15:22:56,False,813,How many oxygen cylinders or ventilators were provided by RW besht friend Israel ??,5,False
